name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-368,NO,1,0,0,0,0,0,0
GENE-369,NO,1,0,0,0,0,0,0
GENE-370,NO,1,0,0,0,0,0,0
GENE-371,NO,1,2,0,9,2,1,2
GENE-372,NO,1,131,142,120,133,134,122
GENE-373,NO,1,0,0,0,0,0,0
GENE-374,NO,1,64,135,21,76,48,33
GENE-376,NO,1,0,0,0,0,0,0
GENE-377,NO,1,2,0,1,2,1,2
GENE-378,NO,1,0,0,0,0,0,0
GENE-379,NO,1,0,0,0,0,0,0
GENE-380,NO,1,0,0,0,0,0,0
GENE-381,NO,1,0,0,0,0,0,0
GENE-382,NO,1,0,0,0,0,0,0
GENE-383,NO,1,34,49,48,53,34,51
GENE-384,NO,1,5,6,2,3,3,5
GENE-385,NO,1,0,0,0,0,0,0
GENE-386,NO,1,684,595,601,729,624,720
GENE-387,NO,1,10,7,8,7,10,10
GENE-388,NO,1,1221,1128,1158,1176,1180,1207
GENE-389,NO,1,0,0,0,0,0,0
GENE-390,NO,1,0,0,0,0,0,0
GENE-391,NO,1,56,66,78,74,59,53
GENE-392,NO,1,68,60,79,71,54,58
GENE-393,NO,1,0,0,0,0,0,0
GENE-395,NO,1,0,0,0,0,0,0
GENE-396,NO,1,0,0,0,0,0,0
GENE-397,NO,1,1,0,0,0,0,0
GENE-398,NO,1,1118,1259,1145,1067,1018,1473
GENE-399,NO,1,0,0,0,0,0,0
GENE-400,NO,1,0,0,0,0,0,0
GENE-401,NO,1,0,0,0,0,0,0
GENE-402,NO,1,0,0,0,0,0,0
GENE-403,NO,1,7,5,10,7,9,3
GENE-404,NO,1,0,0,0,0,0,0
GENE-405,NO,1,0,0,0,0,0,0
GENE-406,NO,1,0,0,0,0,0,0
GENE-407,NO,1,0,0,0,0,0,0
GENE-408,NO,1,0,0,0,0,0,0
GENE-409,NO,1,98,125,66,115,106,77
GENE-410,NO,1,0,0,0,0,0,0
GENE-411,NO,1,0,0,0,0,0,0
GENE-412,NO,1,30,35,38,28,11,24
GENE-413,NO,1,0,0,0,0,0,0
GENE-414,NO,1,17,44,31,33,45,24
GENE-415,NO,1,0,0,0,0,0,0
GENE-416,NO,1,2,5,1,2,1,0
GENE-417,NO,1,0,0,0,0,0,0
GENE-418,NO,1,0,0,0,0,0,0
GENE-419,NO,1,0,0,0,0,0,0
GENE-420,NO,1,0,0,0,0,0,0
GENE-421,NO,1,1,0,0,0,1,0
GENE-422,NO,1,0,0,0,0,0,0
GENE-423,NO,1,0,0,0,0,0,0
GENE-424,NO,1,94,127,69,106,99,63
GENE-425,NO,1,0,0,0,0,0,0
GENE-426,NO,1,0,0,0,0,0,0
GENE-427,NO,1,0,0,0,0,0,0
GENE-428,NO,1,0,0,0,0,0,0
GENE-429,NO,1,0,0,0,0,0,0
GENE-430,NO,1,0,0,0,0,0,0
GENE-431,NO,1,0,0,0,0,0,0
GENE-432,NO,1,0,0,0,0,0,0
GENE-433,NO,1,3,9,7,13,10,5
GENE-434,NO,1,4,16,42,25,33,24
GENE-435,NO,1,0,0,0,0,0,0
GENE-436,NO,1,0,0,0,0,0,0
GENE-437,NO,1,875,865,779,786,739,713
GENE-438,NO,1,0,0,0,0,0,0
GENE-439,NO,1,0,0,0,0,0,0
GENE-440,NO,1,0,0,0,0,0,0
GENE-441,YES,1,0,0,0,0,0,0
GENE-442,NO,1,0,0,0,0,0,0
GENE-443,NO,1,65,55,63,74,85,66
GENE-445,NO,1,10,17,16,57,59,2
GENE-446,NO,1,51,27,35,38,39,46
GENE-447,NO,1,0,0,0,0,0,0
GENE-448,NO,1,0,0,0,0,0,0
GENE-449,NO,1,0,0,0,0,0,0
GENE-450,NO,1,0,0,0,0,0,0
GENE-451,NO,1,0,0,0,0,0,0
GENE-452,NO,1,56,58,48,46,52,59
GENE-453,NO,1,0,0,0,0,0,0
GENE-454,NO,1,0,0,0,0,0,0
GENE-455,NO,1,0,0,0,0,0,0
GENE-456,NO,1,0,0,0,0,0,0
GENE-457,NO,1,0,0,0,0,0,0
GENE-458,NO,1,0,0,0,0,0,0
GENE-459,NO,1,0,0,0,0,0,0
GENE-460,NO,1,0,0,0,0,0,0
GENE-461,NO,1,0,0,0,0,0,0
GENE-462,NO,1,0,0,0,0,0,0
GENE-463,NO,1,7041,11480,22250,6795,16716,10921
GENE-464,NO,1,0,0,0,0,0,0
GENE-465,YES,1,0,0,0,0,0,0
GENE-466,NO,1,2,0,2,2,3,1
GENE-467,NO,1,0,0,0,0,0,0
GENE-468,NO,1,789,794,865,710,725,750
GENE-469,NO,1,0,1,0,3,2,0
GENE-470,NO,1,0,0,0,0,0,0
GENE-471,NO,1,0,0,0,0,0,0
GENE-472,NO,1,0,0,0,0,0,0
GENE-473,NO,1,0,0,0,0,0,0
GENE-474,NO,1,176,140,205,133,144,118
GENE-475,NO,1,0,0,0,0,0,0
GENE-476,NO,1,0,0,0,0,0,0
GENE-477,NO,1,0,0,0,0,0,0
GENE-479,NO,1,115,85,99,133,96,125
GENE-480,NO,1,0,0,0,0,0,0
GENE-481,NO,1,4254,2564,3612,2030,1985,1314
GENE-482,NO,1,88,67,68,46,60,63
GENE-483,NO,1,0,0,0,0,0,0
GENE-484,YES,1,0,0,0,0,0,0
GENE-485,NO,1,0,0,0,0,0,0
GENE-486,YES,1,1,0,0,1,0,0
GENE-487,YES,1,0,0,0,0,0,0
GENE-488,NO,1,0,0,0,0,0,0
GENE-490,NO,1,2368,1604,3262,2975,1224,2537
GENE-491,NO,1,0,0,0,0,0,0
GENE-492,NO,1,230,261,289,247,192,213
GENE-493,NO,1,0,0,0,0,0,0
GENE-494,NO,1,0,0,0,0,0,0
GENE-495,NO,1,0,0,0,0,0,0
GENE-496,NO,1,354,344,328,404,348,430
GENE-497,NO,1,0,0,0,0,0,0
GENE-498,YES,1,0,0,0,0,0,0
GENE-499,NO,1,0,0,0,0,0,0
GENE-500,NO,1,0,0,0,0,0,0
GENE-501,YES,1,2,0,1,0,1,2
GENE-502,NO,1,0,0,0,0,0,0
GENE-503,NO,1,0,0,0,0,0,0
GENE-504,NO,1,0,0,0,0,0,0
GENE-505,NO,1,0,0,0,0,0,0
GENE-506,NO,1,87,142,22,62,116,114
GENE-507,NO,1,0,0,0,0,0,0
GENE-508,NO,1,0,0,0,0,0,0
GENE-509,NO,1,0,0,0,0,0,0
GENE-510,NO,1,25,31,19,38,37,26
GENE-511,NO,1,0,0,0,0,0,0
GENE-512,NO,1,0,0,0,0,0,0
GENE-513,NO,1,0,0,0,0,0,0
GENE-514,NO,1,162,162,134,187,171,122
GENE-515,NO,1,18,17,20,29,12,11
GENE-516,NO,1,309,247,309,307,272,250
GENE-517,NO,1,0,0,0,0,1,0
GENE-518,NO,1,0,0,0,0,0,0
GENE-519,NO,1,306,167,217,258,156,204
GENE-520,NO,1,0,0,0,0,0,0
GENE-521,NO,1,0,0,0,0,0,0
GENE-522,NO,1,0,0,0,0,0,0
GENE-523,NO,1,27,13,0,4,19,8
GENE-524,NO,1,0,0,0,0,0,0
GENE-525,NO,1,0,0,2,1,1,0
GENE-526,NO,1,0,0,0,0,0,0
GENE-527,NO,1,18,22,17,25,22,31
GENE-528,NO,1,0,0,0,0,0,0
GENE-529,NO,1,0,0,0,0,0,0
GENE-530,NO,1,817,616,579,409,339,801
GENE-531,NO,1,1931,1462,1450,852,1597,1306
GENE-532,NO,1,1,0,1,1,0,0
GENE-533,YES,1,0,0,0,0,0,0
GENE-534,NO,1,0,0,0,0,0,0
GENE-535,NO,1,2,1,0,0,0,0
GENE-536,NO,1,0,0,0,0,0,0
GENE-537,NO,1,0,0,0,0,0,0
GENE-538,NO,1,0,0,0,0,0,0
GENE-539,NO,1,15,16,6,7,19,8
GENE-540,NO,1,0,0,0,0,0,0
GENE-541,NO,1,113,95,118,119,111,100
GENE-542,NO,1,0,0,0,0,0,0
GENE-543,NO,1,0,2,4,4,3,1
GENE-544,NO,1,0,0,0,0,0,0
GENE-545,NO,1,0,0,0,0,0,0
GENE-546,NO,1,980,1132,1158,881,823,1014
GENE-547,NO,1,0,0,0,0,0,0
GENE-548,NO,1,0,0,0,0,0,0
GENE-550,NO,1,1243,210,465,1589,2638,1256
GENE-551,NO,1,0,0,0,0,0,0
GENE-552,NO,1,235,238,118,108,214,166
GENE-553,NO,1,659,691,651,670,616,549
GENE-554,NO,1,151,162,163,198,159,163
GENE-555,NO,1,0,0,0,0,0,0
GENE-556,NO,1,0,0,0,0,0,0
GENE-557,NO,1,0,0,0,0,0,0
GENE-558,NO,1,0,0,0,0,0,0
GENE-559,NO,1,162,154,154,166,153,151
GENE-560,NO,1,0,0,0,0,0,0
GENE-561,NO,1,1,0,3,4,0,0
GENE-562,NO,1,0,0,0,0,0,0
GENE-563,NO,1,0,0,0,0,0,0
GENE-564,NO,1,0,0,0,0,0,0
GENE-565,NO,1,14,33,27,18,27,30
GENE-566,NO,1,0,0,0,0,0,0
GENE-567,NO,1,0,0,0,0,0,0
GENE-568,NO,1,0,0,0,0,0,0
GENE-569,NO,1,0,0,0,0,0,0
GENE-570,NO,1,0,0,0,0,0,0
GENE-571,YES,1,0,0,0,1,1,0
GENE-572,NO,1,0,0,0,0,0,0
GENE-573,NO,1,183,107,110,104,125,138
GENE-574,NO,1,0,0,0,0,0,0
GENE-575,NO,1,0,0,0,0,0,0
GENE-576,NO,1,0,0,0,0,0,0
GENE-577,NO,1,4,5,3,5,3,0
GENE-578,YES,1,0,0,0,0,0,0
GENE-579,NO,1,0,0,0,0,0,0
GENE-580,NO,1,1628,1519,1687,1991,2376,1510
GENE-581,NO,1,214,213,508,179,363,390
GENE-582,NO,1,1123,826,933,883,783,1035
GENE-583,NO,1,2234,1256,2537,2306,2566,2897
GENE-584,NO,1,0,0,0,0,0,0
GENE-585,NO,1,11,18,23,16,20,18
GENE-586,NO,1,0,0,0,0,0,0
GENE-587,NO,1,0,0,0,0,0,0
GENE-588,NO,1,103,45,125,72,57,60
GENE-589,NO,1,59,57,147,171,34,69
GENE-590,NO,1,0,0,0,0,0,0
GENE-591,NO,1,0,0,0,0,0,0
GENE-592,NO,1,0,0,0,0,0,0
GENE-593,NO,1,0,0,0,0,0,0
GENE-594,NO,1,0,0,0,0,0,0
GENE-595,NO,1,0,0,0,0,0,0
GENE-596,NO,1,0,0,0,0,0,0
GENE-597,NO,1,0,0,0,0,0,0
GENE-598,NO,1,121,99,160,104,126,133
GENE-599,NO,1,3,1,1,2,1,3
GENE-600,NO,1,33,38,34,33,45,30
GENE-601,NO,1,0,0,0,0,0,0
GENE-602,NO,1,504,1159,636,1306,937,1138
GENE-603,NO,1,0,0,0,0,0,0
GENE-604,NO,1,0,0,0,0,0,0
GENE-605,NO,1,1,2,0,0,0,0
GENE-606,NO,1,0,0,0,0,0,0
GENE-607,NO,1,20,28,22,18,6,6
GENE-608,NO,1,574,357,329,345,417,571
GENE-609,NO,1,26,18,15,60,32,42
GENE-610,NO,1,0,0,0,0,0,0
GENE-611,NO,1,2,0,1,1,1,2
GENE-612,NO,1,0,0,0,0,0,0
GENE-613,NO,1,5,7,5,6,0,5
GENE-614,YES,1,0,0,0,0,0,0
GENE-615,NO,1,0,0,0,0,0,0
GENE-616,NO,1,0,0,0,0,0,0
GENE-617,NO,1,1151,1341,1245,1968,1300,1183
GENE-618,NO,1,364,350,412,324,366,301
GENE-619,NO,1,64,66,45,31,37,44
GENE-620,NO,1,35,32,43,48,42,30
GENE-621,NO,1,0,0,0,0,0,0
GENE-622,NO,1,719,655,713,779,807,992
GENE-623,NO,1,0,0,0,0,0,0
GENE-624,NO,1,1,3,2,0,2,1
GENE-625,NO,1,0,0,0,0,0,0
GENE-626,NO,1,0,0,0,0,0,0
GENE-627,NO,1,0,0,0,0,0,0
GENE-628,NO,1,0,0,0,0,0,0
GENE-629,NO,1,0,0,0,0,0,0
GENE-630,NO,1,0,0,0,0,0,0
GENE-631,NO,1,0,0,0,0,0,0
GENE-632,NO,1,152,125,137,140,134,108
GENE-633,NO,1,0,0,0,0,0,0
GENE-634,NO,1,1522,1480,1831,2359,1865,1062
GENE-635,NO,1,1727,1805,2184,1364,1926,2224
GENE-636,NO,1,0,3,2,2,2,0
GENE-637,NO,1,0,0,0,0,0,0
GENE-638,NO,1,0,0,0,0,0,0
GENE-639,NO,1,1339,1496,1634,1457,1321,1479
GENE-640,NO,1,0,0,0,0,0,0
GENE-641,NO,1,0,0,1,0,0,0
GENE-642,NO,1,0,0,0,0,0,0
GENE-643,NO,1,12,9,10,15,18,10
GENE-644,NO,1,22,16,28,23,29,21
GENE-645,NO,1,0,0,0,0,0,0
GENE-646,NO,1,109,107,88,97,43,77
GENE-647,NO,1,180,178,210,152,147,163
GENE-648,NO,1,3,2,2,3,4,0
GENE-649,NO,1,0,0,0,0,0,0
GENE-650,NO,1,0,0,0,0,0,0
GENE-651,NO,1,0,0,0,0,0,0
GENE-652,NO,1,83,82,76,82,76,74
GENE-653,NO,1,0,0,0,0,0,0
GENE-654,NO,1,55,80,53,39,41,50
GENE-655,NO,1,0,0,0,0,0,0
GENE-656,NO,1,2,1,1,2,1,2
GENE-657,NO,1,39,37,43,61,67,46
GENE-658,NO,1,0,0,0,0,0,0
GENE-659,NO,1,10,32,47,16,32,39
GENE-660,NO,1,702,677,926,678,831,717
GENE-661,NO,1,4,8,8,5,5,7
GENE-662,NO,1,0,0,0,0,0,0
GENE-663,NO,1,166,190,90,141,21,6
GENE-664,NO,1,0,0,0,0,0,0
GENE-665,NO,1,0,0,0,0,0,0
GENE-666,NO,1,50,57,61,55,44,70
GENE-667,NO,1,0,0,0,0,0,0
GENE-668,NO,1,476,378,430,359,436,466
GENE-669,NO,1,0,0,0,0,0,0
GENE-670,NO,1,0,0,0,0,0,0
GENE-671,NO,1,0,0,0,0,0,0
GENE-672,NO,1,219,194,278,204,329,245
GENE-673,NO,1,0,0,0,0,0,0
GENE-674,NO,1,0,0,0,0,0,0
GENE-675,YES,1,0,0,0,0,0,0
GENE-676,NO,1,0,0,0,0,0,0
GENE-677,NO,1,14,15,18,19,14,12
GENE-678,NO,1,0,0,0,0,0,0
GENE-679,NO,1,293,176,168,223,245,204
GENE-680,NO,1,0,0,0,0,0,0
GENE-682,NO,1,297,318,313,286,268,275
GENE-683,NO,1,0,5,657,1033,0,0
GENE-684,NO,1,0,0,0,0,0,0
GENE-685,NO,1,0,0,0,0,0,0
GENE-686,NO,1,727,676,752,909,745,766
GENE-687,NO,1,21,308,28,6,1247,119
GENE-688,NO,1,0,0,0,0,0,0
GENE-689,NO,1,0,0,0,0,0,0
GENE-690,NO,1,1,1,0,1,0,1
GENE-691,NO,1,0,0,3,3,1,3
GENE-692,NO,1,144,246,29,107,120,330
GENE-693,YES,1,0,0,0,0,0,0
GENE-694,NO,1,0,0,0,1,0,0
GENE-695,NO,1,0,0,0,0,0,0
GENE-696,NO,1,0,0,0,0,0,0
GENE-697,NO,1,0,0,0,0,0,0
GENE-698,NO,1,0,0,3,3,1,1
GENE-699,NO,1,41,47,49,35,40,75
GENE-700,NO,1,20,15,24,21,18,24
GENE-701,NO,1,0,0,0,0,0,0
GENE-702,NO,1,0,0,0,0,0,0
GENE-703,NO,1,0,0,0,0,0,0
GENE-704,NO,1,0,0,0,0,0,0
GENE-705,NO,1,0,0,0,0,0,0
GENE-706,NO,1,0,0,0,0,0,0
GENE-707,NO,1,0,0,0,0,0,0
GENE-708,NO,1,0,0,0,0,0,0
GENE-709,NO,1,0,0,0,0,0,0
GENE-710,NO,1,0,0,0,0,0,0
GENE-711,NO,1,0,0,0,0,0,0
GENE-712,NO,1,0,0,0,0,0,0
GENE-713,NO,1,0,0,0,0,0,0
GENE-714,NO,1,0,0,0,0,0,0
GENE-715,NO,1,206,178,152,230,173,221
GENE-716,NO,1,0,0,0,0,0,0
GENE-717,NO,1,0,0,0,0,0,0
GENE-718,NO,1,266,281,288,355,306,304
GENE-719,NO,1,13,41,58,66,51,44
GENE-720,NO,1,0,0,0,0,0,0
GENE-721,NO,1,0,0,0,0,0,0
GENE-722,NO,1,0,0,0,0,0,0
GENE-723,NO,1,344,367,321,309,342,365
GENE-724,NO,1,445,386,517,540,395,421
GENE-725,NO,1,0,0,0,0,0,0
GENE-726,NO,1,0,0,0,0,0,0
GENE-727,NO,1,0,0,0,0,0,0
GENE-728,NO,1,0,0,0,0,0,0
GENE-729,NO,1,0,1,0,0,0,0
GENE-730,NO,1,0,0,0,0,0,0
GENE-731,NO,1,0,0,0,0,0,0
GENE-732,NO,1,3,4,0,3,3,3
GENE-733,NO,1,0,0,0,0,0,0
GENE-734,NO,1,1234,1497,1397,1199,1124,1252
GENE-735,NO,1,15,18,25,21,9,28
GENE-736,NO,1,0,0,0,0,0,0
GENE-737,NO,1,0,0,0,0,0,0
GENE-738,NO,1,0,0,0,0,0,0
GENE-739,NO,1,0,0,0,0,0,0
GENE-740,NO,1,0,0,0,0,0,0
GENE-741,NO,1,0,0,0,0,0,0
GENE-742,NO,1,85,99,74,117,124,94
GENE-743,NO,1,0,0,0,0,0,0
GENE-744,NO,1,5,2,3,2,3,1
GENE-745,NO,1,0,0,0,0,0,0
GENE-746,NO,1,0,0,0,0,0,0
GENE-747,NO,1,0,0,0,0,0,0
GENE-748,NO,1,0,0,0,0,0,0
GENE-749,NO,1,53,52,43,36,47,49
GENE-750,NO,1,0,0,0,0,0,0
GENE-751,NO,1,6,5,15,8,4,7
GENE-752,NO,1,14,51,52,23,43,32
GENE-753,NO,1,284,300,379,363,307,387
GENE-754,NO,1,0,0,0,0,0,0
GENE-755,NO,1,54,54,52,48,50,56
GENE-756,NO,1,0,0,0,0,0,0
GENE-757,NO,1,0,0,0,0,0,0
GENE-758,NO,1,0,0,0,0,0,0
GENE-759,NO,1,0,0,0,0,0,0
GENE-760,NO,1,0,0,0,0,0,0
GENE-761,NO,1,0,0,0,0,0,0
GENE-762,NO,1,0,0,0,0,0,0
GENE-763,NO,1,406,403,437,386,419,321
GENE-764,NO,1,0,0,0,0,0,0
GENE-765,NO,1,0,0,0,2,0,0
GENE-766,NO,1,0,0,0,0,0,0
GENE-767,NO,1,4,4,1,0,10,2
GENE-768,NO,1,0,0,0,0,0,0
GENE-769,NO,1,0,0,0,0,0,0
GENE-770,NO,1,0,0,0,0,0,0
GENE-771,NO,1,15,16,18,24,18,26
GENE-772,NO,1,0,0,0,0,0,0
GENE-773,NO,1,18,23,25,28,15,24
GENE-774,NO,1,0,0,0,0,0,0
GENE-775,NO,1,0,0,0,0,0,0
GENE-776,NO,1,5,2,7,4,1,1
GENE-777,NO,1,11,7,17,13,3,3
GENE-778,NO,1,0,0,0,0,0,0
GENE-779,NO,1,0,0,0,0,0,0
GENE-780,NO,1,497,416,369,418,523,345
GENE-781,NO,1,0,0,0,0,0,0
GENE-782,NO,1,0,0,0,0,0,0
GENE-783,NO,1,0,0,0,0,0,1
GENE-784,NO,1,410,398,417,411,408,357
GENE-785,NO,1,0,0,0,0,0,0
GENE-786,NO,1,0,0,0,0,0,0
GENE-787,NO,1,71,63,40,66,64,96
GENE-788,NO,1,14,19,17,18,22,25
GENE-789,NO,1,0,0,0,0,0,0
GENE-790,NO,1,0,0,0,0,0,0
GENE-791,NO,1,0,0,0,0,0,1
GENE-792,NO,1,0,0,0,0,0,0
GENE-793,NO,1,0,0,0,0,0,0
GENE-794,NO,1,0,0,0,0,0,0
GENE-795,NO,1,9,12,10,9,14,18
GENE-796,NO,1,0,0,0,0,0,0
GENE-797,NO,1,95,86,173,109,133,125
GENE-798,NO,1,0,0,0,0,0,0
GENE-799,NO,1,11,10,8,9,9,9
GENE-800,NO,1,0,0,0,0,0,1
GENE-801,NO,1,0,0,0,0,0,0
GENE-802,NO,1,196,155,139,112,173,154
GENE-803,NO,1,0,0,1,2,0,1
GENE-804,NO,1,5,1,2,7,0,1
GENE-805,NO,1,0,0,0,0,2,0
GENE-806,NO,1,0,0,0,0,0,0
GENE-807,NO,1,0,0,0,0,0,0
GENE-808,YES,1,0,0,0,0,0,0
GENE-809,NO,1,231,314,333,290,257,251
GENE-810,NO,1,8606,12504,15759,12629,14456,16361
GENE-811,NO,1,440,431,248,382,394,354
GENE-812,NO,1,0,0,0,0,0,0
GENE-813,NO,1,0,0,0,0,0,0
GENE-814,NO,1,0,0,0,0,0,0
GENE-815,NO,1,20,5,7,8,12,8
GENE-816,NO,1,24,25,26,22,23,25
GENE-817,NO,1,145,84,115,91,134,151
GENE-818,NO,1,0,0,0,0,0,0
GENE-819,NO,1,0,0,0,0,0,0
GENE-820,NO,1,0,0,0,0,0,0
GENE-821,NO,1,0,0,0,0,0,0
GENE-822,NO,1,0,0,0,0,0,0
GENE-823,YES,1,0,0,0,0,0,0
GENE-824,NO,1,0,0,0,0,0,0
GENE-825,NO,1,3,2,4,4,6,6
GENE-826,NO,1,177,353,169,298,105,157
GENE-827,NO,1,6,10,9,7,4,10
GENE-828,NO,1,0,0,0,0,0,0
GENE-829,NO,1,0,0,0,0,0,0
GENE-830,NO,1,0,0,0,0,0,0
GENE-831,NO,1,0,0,0,0,0,0
GENE-832,NO,1,0,0,0,0,0,0
GENE-833,NO,1,35,45,36,48,32,37
GENE-834,NO,1,0,0,0,0,0,0
GENE-835,NO,1,0,0,0,0,0,0
GENE-836,NO,1,0,0,0,0,0,0
GENE-837,NO,1,0,0,0,0,0,0
GENE-838,NO,1,194,247,325,292,252,275
GENE-839,NO,1,0,0,0,0,0,0
GENE-840,NO,1,300,581,473,522,401,718
GENE-841,NO,1,0,0,0,0,0,0
GENE-842,NO,1,0,0,0,0,0,0
GENE-843,NO,1,0,0,0,0,0,0
GENE-844,NO,1,0,0,0,0,0,0
GENE-845,NO,1,0,0,0,0,0,0
GENE-846,NO,1,22,28,19,30,36,16
GENE-847,NO,1,2,0,0,1,2,0
GENE-848,NO,1,0,0,0,0,0,0
GENE-849,NO,1,1596,1921,1476,1930,1520,1202
GENE-850,NO,1,0,0,0,0,0,0
GENE-851,YES,1,0,0,0,0,0,0
GENE-852,NO,1,0,0,0,0,0,0
GENE-853,NO,1,0,0,0,0,0,0
GENE-854,NO,1,2825,2686,2704,2825,2942,2776
GENE-855,NO,1,0,0,0,0,0,0
GENE-856,NO,1,0,0,0,0,0,0
GENE-857,NO,1,40,40,34,67,59,37
GENE-858,NO,1,416,473,462,523,431,461
GENE-859,NO,1,405,237,233,284,193,484
GENE-860,NO,1,0,0,0,0,0,0
GENE-861,NO,1,0,0,0,0,0,0
GENE-862,NO,1,7,6,3,10,5,1
GENE-863,NO,1,0,0,0,0,0,0
GENE-864,NO,1,0,0,0,0,0,0
GENE-865,NO,1,0,0,0,0,0,0
GENE-866,NO,1,0,1,0,2,1,9
GENE-867,NO,1,0,0,0,0,0,0
GENE-868,NO,1,0,0,0,0,0,0
GENE-869,NO,1,0,0,0,0,0,0
GENE-870,NO,1,221,210,376,254,286,216
GENE-871,NO,1,0,0,0,0,0,0
GENE-872,NO,1,0,0,0,0,0,0
GENE-873,NO,1,0,0,0,0,0,0
GENE-874,NO,1,500,475,403,493,534,417
GENE-875,NO,1,0,0,0,0,0,0
GENE-876,NO,1,0,0,0,0,0,0
GENE-877,NO,1,0,0,0,0,0,0
GENE-878,NO,1,24,38,27,19,38,21
GENE-879,NO,1,49,71,61,63,54,54
GENE-880,NO,1,101,27,25,40,722,254
GENE-881,NO,1,0,0,0,0,0,0
GENE-882,NO,1,0,0,0,0,0,0
GENE-883,NO,1,0,0,0,0,0,0
GENE-884,NO,1,46,31,67,43,54,39
GENE-885,NO,1,630,613,567,682,743,689
GENE-886,NO,1,0,0,0,0,0,0
GENE-887,NO,1,332,260,421,359,249,376
GENE-888,YES,1,0,0,0,0,0,0
GENE-889,NO,1,157,96,153,119,177,144
GENE-890,NO,1,0,0,0,0,0,0
GENE-891,NO,1,2,2,1,1,0,0
GENE-892,NO,1,0,0,0,0,0,0
GENE-893,NO,1,0,0,0,0,0,0
GENE-894,NO,1,0,0,0,0,0,0
GENE-895,NO,1,0,0,0,0,0,0
GENE-896,NO,1,0,0,0,0,0,0
GENE-897,NO,1,39,40,29,32,43,31
GENE-898,NO,1,0,0,0,0,0,0
GENE-899,NO,1,15,21,15,15,17,14
GENE-900,NO,1,0,0,0,0,0,0
GENE-901,NO,1,0,0,0,0,0,0
GENE-902,NO,1,154,108,80,136,155,96
GENE-903,YES,1,0,0,0,0,0,0
GENE-904,NO,1,0,0,0,0,0,0
GENE-905,NO,1,612,483,626,435,375,494
GENE-906,NO,1,15,19,25,20,13,12
GENE-907,NO,1,16,23,15,23,28,35
GENE-908,NO,1,25,31,18,25,19,29
GENE-909,NO,1,895,829,744,820,648,900
GENE-910,NO,1,0,0,0,0,0,0
GENE-911,NO,1,43,59,37,43,37,43
GENE-912,NO,1,1,0,1,1,1,2
GENE-913,NO,1,0,0,0,0,0,0
GENE-914,NO,1,0,0,0,0,0,0
GENE-915,NO,1,0,0,0,0,0,0
GENE-916,NO,1,225,165,196,135,242,131
GENE-917,YES,1,0,0,0,0,0,0
GENE-918,NO,1,156,107,160,169,251,241
GENE-919,NO,1,0,0,0,0,0,0
GENE-920,NO,1,0,0,0,0,0,0
GENE-921,NO,1,0,0,0,0,0,0
GENE-922,NO,1,0,0,0,0,0,0
GENE-923,NO,1,3,3,4,1,5,5
GENE-924,NO,1,0,0,0,0,0,0
GENE-925,NO,1,0,0,0,0,1,0
GENE-926,NO,1,0,0,0,0,0,0
GENE-927,NO,1,0,0,0,0,0,0
GENE-928,NO,1,0,0,0,0,0,0
GENE-929,NO,1,0,0,0,0,0,0
GENE-930,NO,1,0,0,0,0,0,0
GENE-931,NO,1,0,0,0,0,0,0
GENE-932,NO,1,0,0,0,0,0,0
GENE-933,NO,1,0,0,0,0,0,0
GENE-934,NO,1,0,0,2,0,1,0
GENE-935,NO,1,0,0,0,0,0,0
GENE-936,NO,1,0,0,0,0,0,0
GENE-937,NO,1,0,0,0,0,0,0
GENE-938,NO,1,483,956,518,428,1185,1072
GENE-939,NO,1,0,0,0,0,0,0
GENE-940,NO,1,0,0,0,0,0,0
GENE-941,NO,1,0,0,0,0,0,0
GENE-942,NO,1,0,0,0,0,0,0
GENE-943,NO,1,0,0,0,0,0,0
GENE-944,NO,1,1,5,0,0,3,1
GENE-945,YES,1,0,0,0,0,0,0
GENE-946,NO,1,0,0,0,0,0,0
GENE-947,NO,1,0,1,1,1,0,0
GENE-948,NO,1,0,0,0,0,0,0
GENE-949,NO,1,0,0,0,0,0,0
GENE-950,NO,1,0,0,0,0,0,0
GENE-951,NO,1,0,0,0,0,0,0
GENE-952,NO,1,0,0,0,0,0,0
GENE-953,NO,1,170,110,93,87,110,135
GENE-954,NO,1,0,0,0,0,0,0
GENE-955,NO,1,0,0,0,0,0,0
GENE-956,NO,1,8,6,3,5,4,6
GENE-957,NO,1,0,0,0,0,0,0
GENE-958,NO,1,0,0,0,0,0,0
GENE-959,NO,1,49,39,38,38,40,44
GENE-960,NO,1,0,0,0,0,0,0
GENE-961,NO,1,8,2,7,6,5,5
GENE-962,NO,1,0,0,0,0,0,0
GENE-963,NO,1,0,0,0,0,0,0
GENE-964,YES,1,0,0,0,0,0,0
GENE-965,NO,1,0,0,0,0,0,0
GENE-966,NO,1,0,0,0,0,0,0
GENE-967,NO,1,0,0,0,0,0,0
GENE-968,NO,1,3,3,0,0,1,2
GENE-969,NO,1,0,0,0,0,0,0
GENE-970,NO,1,0,0,0,0,0,0
GENE-971,NO,1,64,58,62,51,42,69
GENE-972,NO,1,20,12,19,16,19,19
GENE-973,NO,1,1221,1069,1421,934,1579,1013
GENE-974,NO,1,1,1,0,0,0,2
GENE-975,NO,1,0,0,0,0,0,0
GENE-976,NO,1,30,26,36,31,22,30
